,acquisition_date,acquisitions
8268,1992-08-21,7
8269,1992-08-22,12
8270,1992-08-23,12
8271,1992-08-24,9
8272,1992-08-25,14
8273,1992-08-26,7
8274,1992-08-27,11
8275,1992-08-28,7
8276,1992-08-29,9
8277,1992-08-30,7
8278,1992-08-31,12
8279,1992-09-01,6
8280,1992-09-02,16
8281,1992-09-03,15
8282,1992-09-04,2
8283,1992-09-05,9
8284,1992-09-06,10
8285,1992-09-07,10
8286,1992-09-08,8
8287,1992-09-09,8
8288,1992-09-10,12
8289,1992-09-11,12
8290,1992-09-12,11
8291,1992-09-13,9
8292,1992-09-14,8
8293,1992-09-15,14
8294,1992-09-16,10
8295,1992-09-17,9
8296,1992-09-18,9
8297,1992-09-19,11
8298,1992-09-20,10
8299,1992-09-21,9
8300,1992-09-22,13
8301,1992-09-23,10
8302,1992-09-24,9
8303,1992-09-25,12
8304,1992-09-26,14
8305,1992-09-27,10
8306,1992-09-28,13
8307,1992-09-29,8
8308,1992-09-30,5
8309,1992-10-01,2
8310,1992-10-02,8
8311,1992-10-03,7
8312,1992-10-04,4
8313,1992-10-05,10
8314,1992-10-06,9
8315,1992-10-07,12
8316,1992-10-08,9
8317,1992-10-09,8
8318,1992-10-10,6
8319,1992-10-11,7
8320,1992-10-12,8
8321,1992-10-13,8
8322,1992-10-14,8
8323,1992-10-15,17
8324,1992-10-16,8
8325,1992-10-17,8
8326,1992-10-18,9
8327,1992-10-19,13
8328,1992-10-20,8
8329,1992-10-21,8
8330,1992-10-22,9
8331,1992-10-23,13
8332,1992-10-24,10
8333,1992-10-25,9
8334,1992-10-26,13
8335,1992-10-27,8
8336,1992-10-28,7
8337,1992-10-29,3
8338,1992-10-30,11
8339,1992-10-31,8
8340,1992-11-01,6
8341,1992-11-02,8
8342,1992-11-03,11
8343,1992-11-04,5
8344,1992-11-05,6
8345,1992-11-06,17
8346,1992-11-07,8
8347,1992-11-08,9
8348,1992-11-09,12
8349,1992-11-10,5
8350,1992-11-11,7
8351,1992-11-12,7
8352,1992-11-13,13
8353,1992-11-14,11
8354,1992-11-15,11
8355,1992-11-16,9
8356,1992-11-17,9
8357,1992-11-18,10
8358,1992-11-19,9
8359,1992-11-20,14
8360,1992-11-21,4
8361,1992-11-22,7
8362,1992-11-23,8
8363,1992-11-24,5
8364,1992-11-25,11
8365,1992-11-26,14
8366,1992-11-27,6
8367,1992-11-28,11
8368,1992-11-29,7
8369,1992-11-30,8
8370,1992-12-01,9
8371,1992-12-02,11
8372,1992-12-03,18
8373,1992-12-04,11
8374,1992-12-05,10
8375,1992-12-06,11
8376,1992-12-07,15
8377,1992-12-08,11
8378,1992-12-09,12
8379,1992-12-10,7
8380,1992-12-11,9
8381,1992-12-12,10
8382,1992-12-13,6
8383,1992-12-14,11
8384,1992-12-15,5
8385,1992-12-16,10
8386,1992-12-17,8
8387,1992-12-18,14
8388,1992-12-19,11
8389,1992-12-20,9
8390,1992-12-21,4
8391,1992-12-22,15
8392,1992-12-23,11
8393,1992-12-24,10
8394,1992-12-25,10
8395,1992-12-26,12
8396,1992-12-27,8
8397,1992-12-28,12
8398,1992-12-29,8
8399,1992-12-30,10
8400,1992-12-31,11
8401,1993-01-01,8
8402,1993-01-02,9
8403,1993-01-03,11
8404,1993-01-04,12
8405,1993-01-05,10
8406,1993-01-06,10
8407,1993-01-07,6
8408,1993-01-08,7
8409,1993-01-09,9
8410,1993-01-10,9
8411,1993-01-11,7
8412,1993-01-12,12
8413,1993-01-13,10
8414,1993-01-14,7
8415,1993-01-15,6
8416,1993-01-16,14
8417,1993-01-17,5
8418,1993-01-18,12
8419,1993-01-19,8
8420,1993-01-20,15
8421,1993-01-21,10
8422,1993-01-22,8
8423,1993-01-23,12
8424,1993-01-24,7
8425,1993-01-25,12
8426,1993-01-26,9
8427,1993-01-27,11
8428,1993-01-28,10
8429,1993-01-29,5
8430,1993-01-30,11
8431,1993-01-31,13
8432,1993-02-01,7
8433,1993-02-02,9
8434,1993-02-03,10
8435,1993-02-04,4
8436,1993-02-05,12
8437,1993-02-06,8
8438,1993-02-07,9
8439,1993-02-08,9
8440,1993-02-09,5
8441,1993-02-10,9
8442,1993-02-11,11
8443,1993-02-12,9
8444,1993-02-13,10
8445,1993-02-14,14
8446,1993-02-15,8
8447,1993-02-16,11
8448,1993-02-17,7
8449,1993-02-18,14
8450,1993-02-19,11
8451,1993-02-20,9
8452,1993-02-21,11
8453,1993-02-22,7
8454,1993-02-23,12
8455,1993-02-24,9
8456,1993-02-25,10
8457,1993-02-26,9
8458,1993-02-27,17
8459,1993-02-28,5
8460,1993-03-01,6
8461,1993-03-02,8
8462,1993-03-03,4
8463,1993-03-04,12
8464,1993-03-05,9
8465,1993-03-06,7
8466,1993-03-07,13
8467,1993-03-08,11
8468,1993-03-09,5
8469,1993-03-10,15
8470,1993-03-11,5
8471,1993-03-12,8
8472,1993-03-13,6
8473,1993-03-14,10
8474,1993-03-15,11
8475,1993-03-16,10
8476,1993-03-17,11
8477,1993-03-18,11
8478,1993-03-19,10
8479,1993-03-20,16
8480,1993-03-21,13
8481,1993-03-22,7
8482,1993-03-23,10
8483,1993-03-24,6
8484,1993-03-25,10
8485,1993-03-26,8
8486,1993-03-27,11
8487,1993-03-28,10
8488,1993-03-29,6
8489,1993-03-30,11
8490,1993-03-31,9
8491,1993-04-01,6
8492,1993-04-02,8
8493,1993-04-03,5
8494,1993-04-04,9
8495,1993-04-05,6
8496,1993-04-06,4
8497,1993-04-07,12
8498,1993-04-08,5
8499,1993-04-09,11
8500,1993-04-10,10
8501,1993-04-11,12
8502,1993-04-12,8
8503,1993-04-13,11
8504,1993-04-14,8
8505,1993-04-15,8
8506,1993-04-16,7
8507,1993-04-17,14
8508,1993-04-18,12
8509,1993-04-19,6
8510,1993-04-20,13
8511,1993-04-21,5
8512,1993-04-22,8
8513,1993-04-23,9
8514,1993-04-24,13
8515,1993-04-25,4
8516,1993-04-26,16
8517,1993-04-27,12
8518,1993-04-28,6
8519,1993-04-29,9
8520,1993-04-30,10
8521,1993-05-01,14
8522,1993-05-02,14
8523,1993-05-03,11
8524,1993-05-04,14
8525,1993-05-05,11
8526,1993-05-06,10
8527,1993-05-07,15
8528,1993-05-08,12
8529,1993-05-09,11
8530,1993-05-10,7
8531,1993-05-11,7
8532,1993-05-12,11
8533,1993-05-13,5
8534,1993-05-14,7
8535,1993-05-15,12
8536,1993-05-16,14
8537,1993-05-17,7
8538,1993-05-18,11
8539,1993-05-19,10
8540,1993-05-20,11
8541,1993-05-21,8
8542,1993-05-22,5
8543,1993-05-23,9
8544,1993-05-24,12
8545,1993-05-25,7
8546,1993-05-26,12
8547,1993-05-27,6
8548,1993-05-28,12
8549,1993-05-29,11
8550,1993-05-30,9
8551,1993-05-31,13
8552,1993-06-01,8
8553,1993-06-02,9
8554,1993-06-03,6
8555,1993-06-04,10
8556,1993-06-05,17
8557,1993-06-06,14
8558,1993-06-07,10
8559,1993-06-08,7
8560,1993-06-09,7
8561,1993-06-10,7
8562,1993-06-11,6
8563,1993-06-12,6
8564,1993-06-13,7
8565,1993-06-14,8
8566,1993-06-15,14
8567,1993-06-16,9
8568,1993-06-17,12
8569,1993-06-18,9
8570,1993-06-19,10
8571,1993-06-20,13
8572,1993-06-21,10
8573,1993-06-22,11
8574,1993-06-23,8
8575,1993-06-24,15
8576,1993-06-25,9
8577,1993-06-26,13
8578,1993-06-27,7
8579,1993-06-28,9
8580,1993-06-29,12
8581,1993-06-30,5
8582,1993-07-01,9
8583,1993-07-02,8
8584,1993-07-03,13
8585,1993-07-04,14
8586,1993-07-05,7
8587,1993-07-06,12
8588,1993-07-07,9
8589,1993-07-08,12
8590,1993-07-09,8
8591,1993-07-10,10
8592,1993-07-11,8
8593,1993-07-12,5
8594,1993-07-13,5
8595,1993-07-14,7
8596,1993-07-15,13
8597,1993-07-16,6
8598,1993-07-17,6
8599,1993-07-18,13
8600,1993-07-19,11
8601,1993-07-20,9
8602,1993-07-21,14
8603,1993-07-22,8
8604,1993-07-23,11
8605,1993-07-24,3
8606,1993-07-25,7
8607,1993-07-26,8
8608,1993-07-27,4
8609,1993-07-28,8
8610,1993-07-29,10
8611,1993-07-30,8
8612,1993-07-31,9
8613,1993-08-01,12
8614,1993-08-02,12
8615,1993-08-03,13
8616,1993-08-04,7
8617,1993-08-05,7
8618,1993-08-06,15
8619,1993-08-07,6
8620,1993-08-08,6
8621,1993-08-09,8
8622,1993-08-10,12
8623,1993-08-11,11
8624,1993-08-12,3
8625,1993-08-13,10
8626,1993-08-14,6
8627,1993-08-15,6
8628,1993-08-16,10
8629,1993-08-17,10
8630,1993-08-18,6
8631,1993-08-19,6
8632,1993-08-20,10
8633,1993-08-21,9
8634,1993-08-22,5
8635,1993-08-23,13
8636,1993-08-24,11
8637,1993-08-25,11
8638,1993-08-26,5
8639,1993-08-27,2
8640,1993-08-28,14
8641,1993-08-29,10
8642,1993-08-30,7
8643,1993-08-31,5
8644,1993-09-01,10
8645,1993-09-02,6
8646,1993-09-03,7
8647,1993-09-04,7
8648,1993-09-05,14
8649,1993-09-06,12
8650,1993-09-07,13
8651,1993-09-08,12
8652,1993-09-09,12
8653,1993-09-10,11
8654,1993-09-11,7
8655,1993-09-12,15
8656,1993-09-13,8
8657,1993-09-14,11
8658,1993-09-15,17
8659,1993-09-16,5
8660,1993-09-17,5
8661,1993-09-18,5
8662,1993-09-19,7
8663,1993-09-20,13
8664,1993-09-21,9
8665,1993-09-22,8
8666,1993-09-23,9
8667,1993-09-24,7
8668,1993-09-25,7
8669,1993-09-26,11
8670,1993-09-27,10
8671,1993-09-28,7
8672,1993-09-29,9
8673,1993-09-30,13
8674,1993-10-01,7
8675,1993-10-02,11
8676,1993-10-03,5
8677,1993-10-04,11
8678,1993-10-05,7
8679,1993-10-06,11
8680,1993-10-07,11
8681,1993-10-08,8
8682,1993-10-09,8
8683,1993-10-10,7
8684,1993-10-11,8
8685,1993-10-12,16
8686,1993-10-13,9
8687,1993-10-14,6
8688,1993-10-15,11
8689,1993-10-16,9
8690,1993-10-17,7
8691,1993-10-18,10
8692,1993-10-19,10
8693,1993-10-20,11
8694,1993-10-21,17
8695,1993-10-22,11
8696,1993-10-23,9
8697,1993-10-24,10
8698,1993-10-25,9
8699,1993-10-26,9
8700,1993-10-27,16
8701,1993-10-28,7
8702,1993-10-29,10
8703,1993-10-30,8
8704,1993-10-31,6
8705,1993-11-01,9
8706,1993-11-02,9
8707,1993-11-03,10
8708,1993-11-04,7
8709,1993-11-05,15
8710,1993-11-06,10
8711,1993-11-07,17
8712,1993-11-08,17
8713,1993-11-09,5
8714,1993-11-10,4
8715,1993-11-11,7
8716,1993-11-12,7
8717,1993-11-13,13
8718,1993-11-14,13
8719,1993-11-15,12
8720,1993-11-16,9
8721,1993-11-17,10
8722,1993-11-18,8
8723,1993-11-19,10
8724,1993-11-20,5
8725,1993-11-21,2
8726,1993-11-22,8
8727,1993-11-23,9
8728,1993-11-24,6
8729,1993-11-25,11
8730,1993-11-26,10
8731,1993-11-27,12
8732,1993-11-28,11
8733,1993-11-29,9
8734,1993-11-30,14
8735,1993-12-01,10
8736,1993-12-02,13
8737,1993-12-03,10
8738,1993-12-04,12
8739,1993-12-05,12
8740,1993-12-06,8
8741,1993-12-07,10
8742,1993-12-08,10
8743,1993-12-09,13
8744,1993-12-10,9
8745,1993-12-11,8
8746,1993-12-12,10
8747,1993-12-13,7
8748,1993-12-14,10
8749,1993-12-15,5
8750,1993-12-16,9
8751,1993-12-17,12
8752,1993-12-18,18
8753,1993-12-19,7
8754,1993-12-20,9
8755,1993-12-21,7
8756,1993-12-22,10
8757,1993-12-23,11
8758,1993-12-24,11
8759,1993-12-25,16
8760,1993-12-26,11
8761,1993-12-27,10
8762,1993-12-28,9
8763,1993-12-29,6
8764,1993-12-30,5
8765,1993-12-31,8
8766,1994-01-01,8
8767,1994-01-02,17
8768,1994-01-03,8
8769,1994-01-04,14
8770,1994-01-05,11
8771,1994-01-06,10
8772,1994-01-07,10
8773,1994-01-08,11
8774,1994-01-09,10
8775,1994-01-10,8
8776,1994-01-11,9
8777,1994-01-12,13
8778,1994-01-13,11
8779,1994-01-14,9
8780,1994-01-15,12
8781,1994-01-16,15
8782,1994-01-17,8
8783,1994-01-18,8
8784,1994-01-19,9
8785,1994-01-20,11
8786,1994-01-21,7
8787,1994-01-22,15
8788,1994-01-23,11
8789,1994-01-24,5
8790,1994-01-25,4
8791,1994-01-26,12
8792,1994-01-27,11
8793,1994-01-28,10
8794,1994-01-29,11
8795,1994-01-30,11
8796,1994-01-31,9
8797,1994-02-01,13
8798,1994-02-02,16
8799,1994-02-03,3
8800,1994-02-04,8
8801,1994-02-05,11
8802,1994-02-06,12
8803,1994-02-07,9
8804,1994-02-08,11
8805,1994-02-09,10
8806,1994-02-10,7
8807,1994-02-11,9
8808,1994-02-12,9
8809,1994-02-13,6
8810,1994-02-14,9
8811,1994-02-15,12
8812,1994-02-16,12
8813,1994-02-17,12
8814,1994-02-18,8
8815,1994-02-19,12
8816,1994-02-20,8
8817,1994-02-21,10
8818,1994-02-22,6
8819,1994-02-23,13
8820,1994-02-24,4
8821,1994-02-25,9
8822,1994-02-26,7
8823,1994-02-27,15
8824,1994-02-28,11
8825,1994-03-01,7
8826,1994-03-02,8
8827,1994-03-03,9
8828,1994-03-04,11
8829,1994-03-05,8
8830,1994-03-06,6
8831,1994-03-07,12
8832,1994-03-08,7
8833,1994-03-09,4
8834,1994-03-10,10
8835,1994-03-11,7
8836,1994-03-12,6
8837,1994-03-13,11
8838,1994-03-14,11
8839,1994-03-15,12
8840,1994-03-16,9
8841,1994-03-17,11
8842,1994-03-18,8
8843,1994-03-19,8
8844,1994-03-20,7
8845,1994-03-21,18
8846,1994-03-22,11
8847,1994-03-23,8
8848,1994-03-24,14
8849,1994-03-25,7
8850,1994-03-26,9
8851,1994-03-27,13
8852,1994-03-28,9
8853,1994-03-29,11
8854,1994-03-30,6
8855,1994-03-31,10
8856,1994-04-01,14
8857,1994-04-02,14
8858,1994-04-03,14
8859,1994-04-04,12
8860,1994-04-05,10
8861,1994-04-06,9
8862,1994-04-07,6
8863,1994-04-08,9
8864,1994-04-09,14
8865,1994-04-10,9
8866,1994-04-11,4
8867,1994-04-12,10
8868,1994-04-13,14
8869,1994-04-14,7
8870,1994-04-15,2
8871,1994-04-16,9
8872,1994-04-17,12
8873,1994-04-18,13
8874,1994-04-19,6
8875,1994-04-20,10
8876,1994-04-21,9
8877,1994-04-22,11
8878,1994-04-23,8
8879,1994-04-24,13
8880,1994-04-25,8
8881,1994-04-26,9
8882,1994-04-27,9
8883,1994-04-28,6
8884,1994-04-29,10
8885,1994-04-30,5
8886,1994-05-01,9
8887,1994-05-02,12
8888,1994-05-03,6
8889,1994-05-04,12
8890,1994-05-05,9
8891,1994-05-06,11
8892,1994-05-07,11
8893,1994-05-08,4
8894,1994-05-09,9
8895,1994-05-10,7
8896,1994-05-11,11
8897,1994-05-12,10
8898,1994-05-13,11
8899,1994-05-14,9
8900,1994-05-15,13
8901,1994-05-16,10
8902,1994-05-17,8
8903,1994-05-18,10
8904,1994-05-19,7
8905,1994-05-20,9
8906,1994-05-21,4
8907,1994-05-22,7
8908,1994-05-23,7
8909,1994-05-24,9
8910,1994-05-25,7
8911,1994-05-26,10
8912,1994-05-27,8
8913,1994-05-28,11
8914,1994-05-29,4
8915,1994-05-30,17
8916,1994-05-31,8
8917,1994-06-01,11
8918,1994-06-02,11
8919,1994-06-03,10
8920,1994-06-04,10
8921,1994-06-05,8
8922,1994-06-06,13
8923,1994-06-07,10
8924,1994-06-08,8
8925,1994-06-09,10
8926,1994-06-10,11
8927,1994-06-11,8
8928,1994-06-12,7
8929,1994-06-13,11
8930,1994-06-14,9
8931,1994-06-15,11
8932,1994-06-16,10
8933,1994-06-17,7
8934,1994-06-18,8
8935,1994-06-19,9
8936,1994-06-20,3
8937,1994-06-21,9
8938,1994-06-22,9
8939,1994-06-23,7
8940,1994-06-24,9
8941,1994-06-25,10
8942,1994-06-26,9
8943,1994-06-27,7
8944,1994-06-28,9
8945,1994-06-29,9
8946,1994-06-30,8
8947,1994-07-01,12
8948,1994-07-02,14
8949,1994-07-03,8
8950,1994-07-04,7
8951,1994-07-05,11
8952,1994-07-06,8
8953,1994-07-07,7
8954,1994-07-08,15
8955,1994-07-09,13
8956,1994-07-10,11
8957,1994-07-11,10
8958,1994-07-12,4
8959,1994-07-13,7
8960,1994-07-14,13
8961,1994-07-15,7
8962,1994-07-16,8
8963,1994-07-17,11
8964,1994-07-18,10
8965,1994-07-19,5
8966,1994-07-20,13
8967,1994-07-21,11
8968,1994-07-22,7
8969,1994-07-23,11
8970,1994-07-24,15
8971,1994-07-25,10
8972,1994-07-26,9
8973,1994-07-27,7
8974,1994-07-28,14
8975,1994-07-29,7
8976,1994-07-30,10
8977,1994-07-31,8
8978,1994-08-01,8
8979,1994-08-02,10
8980,1994-08-03,13
8981,1994-08-04,8
8982,1994-08-05,9
8983,1994-08-06,9
8984,1994-08-07,7
8985,1994-08-08,4
8986,1994-08-09,13
8987,1994-08-10,12
8988,1994-08-11,11
8989,1994-08-12,9
8990,1994-08-13,12
8991,1994-08-14,9
8992,1994-08-15,11
8993,1994-08-16,16
8994,1994-08-17,9
8995,1994-08-18,11
8996,1994-08-19,5
8997,1994-08-20,10
8998,1994-08-21,12
8999,1994-08-22,5
9000,1994-08-23,7
9001,1994-08-24,14
9002,1994-08-25,8
9003,1994-08-26,11
9004,1994-08-27,9
9005,1994-08-28,8
9006,1994-08-29,14
9007,1994-08-30,13
9008,1994-08-31,14
9009,1994-09-01,12
9010,1994-09-02,14
9011,1994-09-03,13
9012,1994-09-04,9
9013,1994-09-05,10
9014,1994-09-06,11
9015,1994-09-07,11
9016,1994-09-08,10
9017,1994-09-09,14
9018,1994-09-10,10
9019,1994-09-11,6
9020,1994-09-12,8
9021,1994-09-13,4
9022,1994-09-14,10
9023,1994-09-15,16
9024,1994-09-16,9
9025,1994-09-17,8
9026,1994-09-18,13
9027,1994-09-19,13
9028,1994-09-20,7
9029,1994-09-21,10
9030,1994-09-22,8
9031,1994-09-23,10
9032,1994-09-24,14
9033,1994-09-25,6
9034,1994-09-26,14
9035,1994-09-27,15
9036,1994-09-28,7
9037,1994-09-29,12
9038,1994-09-30,5
9039,1994-10-01,7
9040,1994-10-02,16
9041,1994-10-03,7
9042,1994-10-04,7
9043,1994-10-05,8
9044,1994-10-06,3
9045,1994-10-07,11
9046,1994-10-08,8
9047,1994-10-09,16
9048,1994-10-10,6
9049,1994-10-11,7
9050,1994-10-12,15
9051,1994-10-13,8
9052,1994-10-14,8
9053,1994-10-15,6
9054,1994-10-16,8
9055,1994-10-17,11
9056,1994-10-18,4
9057,1994-10-19,15
9058,1994-10-20,10
9059,1994-10-21,8
9060,1994-10-22,12
9061,1994-10-23,7
9062,1994-10-24,2
9063,1994-10-25,14
9064,1994-10-26,10
9065,1994-10-27,8
9066,1994-10-28,11
9067,1994-10-29,9
9068,1994-10-30,14
9069,1994-10-31,9
9070,1994-11-01,6
9071,1994-11-02,14
9072,1994-11-03,4
9073,1994-11-04,9
9074,1994-11-05,14
9075,1994-11-06,7
9076,1994-11-07,9
9077,1994-11-08,7
9078,1994-11-09,12
9079,1994-11-10,11
9080,1994-11-11,12
9081,1994-11-12,6
9082,1994-11-13,10
9083,1994-11-14,16
9084,1994-11-15,8
9085,1994-11-16,7
9086,1994-11-17,10
9087,1994-11-18,5
9088,1994-11-19,9
9089,1994-11-20,12
9090,1994-11-21,6
9091,1994-11-22,11
9092,1994-11-23,10
9093,1994-11-24,5
9094,1994-11-25,8
9095,1994-11-26,8
9096,1994-11-27,14
9097,1994-11-28,4
9098,1994-11-29,5
9099,1994-11-30,3
9100,1994-12-01,5
9101,1994-12-02,6
9102,1994-12-03,5
9103,1994-12-04,15
9104,1994-12-05,7
9105,1994-12-06,9
9106,1994-12-07,7
9107,1994-12-08,8
9108,1994-12-09,12
9109,1994-12-10,7
9110,1994-12-11,12
9111,1994-12-12,9
9112,1994-12-13,6
9113,1994-12-14,8
9114,1994-12-15,11
9115,1994-12-16,10
9116,1994-12-17,14
9117,1994-12-18,13
9118,1994-12-19,12
9119,1994-12-20,9
9120,1994-12-21,5
9121,1994-12-22,14
9122,1994-12-23,12
9123,1994-12-24,10
9124,1994-12-25,9
9125,1994-12-26,8
9126,1994-12-27,10
9127,1994-12-28,10
9128,1994-12-29,6
9129,1994-12-30,9
9130,1994-12-31,7
9131,1995-01-01,12
9132,1995-01-02,7
9133,1995-01-03,6
9134,1995-01-04,3
9135,1995-01-05,6
9136,1995-01-06,4
9137,1995-01-07,14
9138,1995-01-08,8
9139,1995-01-09,9
9140,1995-01-10,8
9141,1995-01-11,10
9142,1995-01-12,9
9143,1995-01-13,6
9144,1995-01-14,13
9145,1995-01-15,8
9146,1995-01-16,11
9147,1995-01-17,10
9148,1995-01-18,4
9149,1995-01-19,11
9150,1995-01-20,6
9151,1995-01-21,16
9152,1995-01-22,8
9153,1995-01-23,14
9154,1995-01-24,7
9155,1995-01-25,7
9156,1995-01-26,7
9157,1995-01-27,8
9158,1995-01-28,12
9159,1995-01-29,15
9160,1995-01-30,10
9161,1995-01-31,5
9162,1995-02-01,6
9163,1995-02-02,10
9164,1995-02-03,10
9165,1995-02-04,9
9166,1995-02-05,10
9167,1995-02-06,4
9168,1995-02-07,8
9169,1995-02-08,8
9170,1995-02-09,5
9171,1995-02-10,8
9172,1995-02-11,6
9173,1995-02-12,9
9174,1995-02-13,5
9175,1995-02-14,9
9176,1995-02-15,4
9177,1995-02-16,10
9178,1995-02-17,10
9179,1995-02-18,3
9180,1995-02-19,10
9181,1995-02-20,9
9182,1995-02-21,18
9183,1995-02-22,11
9184,1995-02-23,9
9185,1995-02-24,12
9186,1995-02-25,8
9187,1995-02-26,5
9188,1995-02-27,6
9189,1995-02-28,21
9190,1995-03-01,11
9191,1995-03-02,5
9192,1995-03-03,7
9193,1995-03-04,15
9194,1995-03-05,11
9195,1995-03-06,9
9196,1995-03-07,13
9197,1995-03-08,10
9198,1995-03-09,13
9199,1995-03-10,12
9200,1995-03-11,7
9201,1995-03-12,10
9202,1995-03-13,10
9203,1995-03-14,10
9204,1995-03-15,15
9205,1995-03-16,9
9206,1995-03-17,13
9207,1995-03-18,9
9208,1995-03-19,13
9209,1995-03-20,12
9210,1995-03-21,9
9211,1995-03-22,10
9212,1995-03-23,12
9213,1995-03-24,7
9214,1995-03-25,15
9215,1995-03-26,10
9216,1995-03-27,10
9217,1995-03-28,9
9218,1995-03-29,11
9219,1995-03-30,12
9220,1995-03-31,8
9221,1995-04-01,12
9222,1995-04-02,15
9223,1995-04-03,13
9224,1995-04-04,10
9225,1995-04-05,9
9226,1995-04-06,7
9227,1995-04-07,11
9228,1995-04-08,11
9229,1995-04-09,8
9230,1995-04-10,9
9231,1995-04-11,6
9232,1995-04-12,8
9233,1995-04-13,13
9234,1995-04-14,6
9235,1995-04-15,9
9236,1995-04-16,9
9237,1995-04-17,11
9238,1995-04-18,8
9239,1995-04-19,13
9240,1995-04-20,4
9241,1995-04-21,9
9242,1995-04-22,7
9243,1995-04-23,11
9244,1995-04-24,8
9245,1995-04-25,12
9246,1995-04-26,5
9247,1995-04-27,10
9248,1995-04-28,9
9249,1995-04-29,15
9250,1995-04-30,7
9251,1995-05-01,9
9252,1995-05-02,15
9253,1995-05-03,9
9254,1995-05-04,9
9255,1995-05-05,10
9256,1995-05-06,5
9257,1995-05-07,9
9258,1995-05-08,14
9259,1995-05-09,10
9260,1995-05-10,11
9261,1995-05-11,10
9262,1995-05-12,13
9263,1995-05-13,13
9264,1995-05-14,9
9265,1995-05-15,7
9266,1995-05-16,12
9267,1995-05-17,15
9268,1995-05-18,8
9269,1995-05-19,14
9270,1995-05-20,5
9271,1995-05-21,12
9272,1995-05-22,6
9273,1995-05-23,7
9274,1995-05-24,5
9275,1995-05-25,10
9276,1995-05-26,14
9277,1995-05-27,8
9278,1995-05-28,12
9279,1995-05-29,8
9280,1995-05-30,8
9281,1995-05-31,8
9282,1995-06-01,7
9283,1995-06-02,13
9284,1995-06-03,20
9285,1995-06-04,7
9286,1995-06-05,7
9287,1995-06-06,18
9288,1995-06-07,10
9289,1995-06-08,8
9290,1995-06-09,9
9291,1995-06-10,8
9292,1995-06-11,11
9293,1995-06-12,10
9294,1995-06-13,11
9295,1995-06-14,8
9296,1995-06-15,5
9297,1995-06-16,7
9298,1995-06-17,11
9299,1995-06-18,5
9300,1995-06-19,6
9301,1995-06-20,11
9302,1995-06-21,12
9303,1995-06-22,11
9304,1995-06-23,10
9305,1995-06-24,6
9306,1995-06-25,12
9307,1995-06-26,7
9308,1995-06-27,8
9309,1995-06-28,8
9310,1995-06-29,14
9311,1995-06-30,8
9312,1995-07-01,7
9313,1995-07-02,5
9314,1995-07-03,6
9315,1995-07-04,7
9316,1995-07-05,14
9317,1995-07-06,11
9318,1995-07-07,17
9319,1995-07-08,4
9320,1995-07-09,9
9321,1995-07-10,5
9322,1995-07-11,14
9323,1995-07-12,6
9324,1995-07-13,7
9325,1995-07-14,13
9326,1995-07-15,10
9327,1995-07-16,11
9328,1995-07-17,8
9329,1995-07-18,17
9330,1995-07-19,8
9331,1995-07-20,8
9332,1995-07-21,9
9333,1995-07-22,14
9334,1995-07-23,10
9335,1995-07-24,6
9336,1995-07-25,8
9337,1995-07-26,10
9338,1995-07-27,8
9339,1995-07-28,12
9340,1995-07-29,5
9341,1995-07-30,17
9342,1995-07-31,16
9343,1995-08-01,14
9344,1995-08-02,9
9345,1995-08-03,9
9346,1995-08-04,12
9347,1995-08-05,7
9348,1995-08-06,5
9349,1995-08-07,9
9350,1995-08-08,8
9351,1995-08-09,15
9352,1995-08-10,4
9353,1995-08-11,11
9354,1995-08-12,7
9355,1995-08-13,6
9356,1995-08-14,8
9357,1995-08-15,10
9358,1995-08-16,11
9359,1995-08-17,8
9360,1995-08-18,8
9361,1995-08-19,8
9362,1995-08-20,10
9363,1995-08-21,11
9364,1995-08-22,14
9365,1995-08-23,10
9366,1995-08-24,9
9367,1995-08-25,17
9368,1995-08-26,11
9369,1995-08-27,8
9370,1995-08-28,8
9371,1995-08-29,11
9372,1995-08-30,8
9373,1995-08-31,5
9374,1995-09-01,9
9375,1995-09-02,10
9376,1995-09-03,6
9377,1995-09-04,13
9378,1995-09-05,7
9379,1995-09-06,12
9380,1995-09-07,7
9381,1995-09-08,8
9382,1995-09-09,8
9383,1995-09-10,11
9384,1995-09-11,4
9385,1995-09-12,11
9386,1995-09-13,10
9387,1995-09-14,11
9388,1995-09-15,10
9389,1995-09-16,8
9390,1995-09-17,9
9391,1995-09-18,11
9392,1995-09-19,5
9393,1995-09-20,8
9394,1995-09-21,9
9395,1995-09-22,12
9396,1995-09-23,12
9397,1995-09-24,12
9398,1995-09-25,10
9399,1995-09-26,10
9400,1995-09-27,10
9401,1995-09-28,17
9402,1995-09-29,15
9403,1995-09-30,9
9404,1995-10-01,9
9405,1995-10-02,12
9406,1995-10-03,6
9407,1995-10-04,5
9408,1995-10-05,18
9409,1995-10-06,7
9410,1995-10-07,8
9411,1995-10-08,6
9412,1995-10-09,8
9413,1995-10-10,15
9414,1995-10-11,11
9415,1995-10-12,10
9416,1995-10-13,13
9417,1995-10-14,8
9418,1995-10-15,12
9419,1995-10-16,9
9420,1995-10-17,10
9421,1995-10-18,5
9422,1995-10-19,12
9423,1995-10-20,6
9424,1995-10-21,8
9425,1995-10-22,10
9426,1995-10-23,7
9427,1995-10-24,9
9428,1995-10-25,7
9429,1995-10-26,12
9430,1995-10-27,7
9431,1995-10-28,13
9432,1995-10-29,12
